Sample	Sample	Fragments_Used_for_Bidirectional_Calc[#]	Bidirectional_ANI[%]	Bidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]
Leptospira_kanakyensis_GCF_004769235	Leptospira_venezuelensis_GCF_002150035	612	70.165	4.178	2140	70.170	4.100	2096	70.136	4.139
Leptospira_alexanderi_GCF_000243815	Leptospira_langatensis_GCF_004770615	1338	71.505	4.200	4270	71.328	4.176	4260	71.328	4.170
Leptospira_noumeaensis_GCF_004770765	Leptospira_langatensis_GCF_004770615	492.5	70.008	4.180	1714	69.821	4.036	1671	69.802	3.969
Leptospira_koniambonensis_GCF_004769555	Leptospira_langatensis_GCF_004770615	5169	76.732	4.763	14095	76.297	4.791	14092	76.289	4.796
Leptospira_ainazelensis_GCF_016918785	Leptospira_venezuelensis_GCF_002150035	1568.5	71.507	4.107	5140	71.191	4.092	5067	71.228	4.065
Leptospira_ilyithenensis_GCF_004771005	Leptospira_venezuelensis_GCF_002150035	696.5	70.256	3.941	2337	70.119	3.792	2275	70.156	3.780
Leptospira_stimsonii_GCF_003545885	Leptospira_langatensis_GCF_004770615	1486	71.514	4.218	4971	71.425	4.161	4982	71.418	4.160
Leptospira_fletcheri_GCF_004769195	Leptospira_langatensis_GCF_004770615	3082.5	73.167	4.473	9452	72.802	4.423	9452	72.793	4.393
Leptospira_noguchii_GCF_000306255	Leptospira_langatensis_GCF_004770615	1288	71.214	4.050	4265	71.033	4.053	4248	71.121	4.250
Leptospira_inadai_GCF_000243675	Leptospira_langatensis_GCF_004770615	3147	72.878	4.299	9764	72.581	4.279	9820	72.614	4.432
Leptospira_wolffii_GCF_000306115	Leptospira_langatensis_GCF_004770615	4612.5	75.993	4.927	13333	75.558	4.923	13307	75.560	4.935
Leptospira_barantonii_GCF_002811925	Leptospira_langatensis_GCF_004770615	1630.5	71.818	4.298	5273	71.567	4.208	5251	71.558	4.186
Leptospira_interrogans_GCF_000343165	Leptospira_venezuelensis_GCF_002150035	1460.5	71.733	4.123	4808	71.460	4.118	4757	71.496	4.124
Leptospira_broomii_GCF_000243715	Leptospira_langatensis_GCF_004770615	3279.5	72.831	4.316	9937	72.478	4.268	10016	72.464	4.318
Leptospira_noguchii_GCF_000306255	Leptospira_venezuelensis_GCF_002150035	1513.5	71.730	4.206	4843	71.541	4.176	4813	71.611	4.361
Leptospira_montravelensis_GCF_004769455	Leptospira_langatensis_GCF_004770615	494.5	69.720	3.898	1739	69.694	4.036	1681	69.801	4.158
Leptospira_levettii_GCF_002812085	Leptospira_langatensis_GCF_004770615	472	69.635	3.973	1643	69.592	3.918	1609	69.623	3.840
Leptospira_alstonii_GCF_000347175	Leptospira_venezuelensis_GCF_002150035	1368.5	71.350	4.193	4511	71.158	4.155	4512	71.347	4.575
Leptospira_perdikensis_GCF_004769575	Leptospira_langatensis_GCF_004770615	488	69.616	3.900	1715	69.763	4.082	1666	69.873	4.109
Leptospira_borgpetersenii_GCF_003046425	Leptospira_langatensis_GCF_004770615	1321	71.390	4.259	4254	71.221	4.156	4199	71.239	4.119
Leptospira_kemamanensis_GCF_004769665	Leptospira_langatensis_GCF_004770615	465.5	69.719	4.016	1638	69.798	4.051	1619	69.745	3.993
Leptospira_ainazelensis_GCF_016918785	Leptospira_langatensis_GCF_004770615	1603.5	71.635	4.153	4977	71.402	4.090	4942	71.403	4.061
Leptospira_ilyithenensis_GCF_004771005	Leptospira_langatensis_GCF_004770615	616.5	70.157	3.972	2103	69.995	3.817	2067	69.960	3.809
Leptospira_kanakyensis_GCF_004769235	Leptospira_langatensis_GCF_004770615	500.5	69.974	4.222	1769	69.751	4.026	1715	69.787	3.995
Leptospira_yanagawae_GCF_000332475	Leptospira_koniambonensis_GCF_004769555	590	70.239	4.130	1973	70.071	3.944	1944	70.259	4.236
Leptospira_wolbachii_GCF_000332515	Leptospira_koniambonensis_GCF_004769555	609	70.368	3.976	2039	70.153	3.916	2060	70.429	4.455
Leptospira_noumeaensis_GCF_004770765	Leptospira_koniambonensis_GCF_004769555	622	70.431	4.083	2128	70.232	4.063	2085	70.247	4.057
Leptospira_fletcheri_GCF_004769195	Leptospira_koniambonensis_GCF_004769555	2885.5	72.373	4.308	8844	72.099	4.257	8897	72.070	4.237
Leptospira_bandrabouensis_GCF_004770905	Leptospira_koniambonensis_GCF_004769555	599.5	70.440	4.091	2090	70.230	4.075	2082	70.340	4.312
Leptospira_barantonii_GCF_002811925	Leptospira_koniambonensis_GCF_004769555	1612	71.469	4.289	5325	71.248	4.158	5292	71.261	4.187
Leptospira_alstonii_GCF_000347175	Leptospira_langatensis_GCF_004770615	1382.5	71.545	4.284	4475	71.447	4.202	4538	71.620	4.596
Leptospira_alexanderi_GCF_000243815	Leptospira_koniambonensis_GCF_004769555	1360	71.586	4.154	4449	71.317	4.059	4408	71.351	4.070
Leptospira_stimsonii_GCF_003545885	Leptospira_koniambonensis_GCF_004769555	1529.5	71.384	4.130	5095	71.261	4.080	5089	71.268	4.102
Leptospira_bandrabouensis_GCF_004770905	Leptospira_langatensis_GCF_004770615	496	69.830	4.212	1704	69.737	4.040	1686	69.867	4.291
Leptospira_alstonii_GCF_000347175	Leptospira_koniambonensis_GCF_004769555	1361.5	71.345	4.193	4514	71.126	4.146	4497	71.353	4.584
Leptospira_perdikensis_GCF_004769575	Leptospira_koniambonensis_GCF_004769555	639.5	70.564	4.214	2177	70.307	4.117	2130	70.405	4.151
Leptospira_inadai_GCF_000243675	Leptospira_koniambonensis_GCF_004769555	3010.5	72.553	4.255	9464	72.263	4.251	9590	72.271	4.424
Leptospira_borgpetersenii_GCF_003046425	Leptospira_koniambonensis_GCF_004769555	1341	71.359	4.121	4453	71.228	4.077	4411	71.257	4.084
Leptospira_interrogans_GCF_000343165	Leptospira_koniambonensis_GCF_004769555	1457	71.737	4.151	4856	71.487	4.143	4810	71.576	4.143
Leptospira_broomii_GCF_000243715	Leptospira_koniambonensis_GCF_004769555	3218	72.595	4.184	9768	72.328	4.193	9823	72.329	4.243
Leptospira_kemamanensis_GCF_004769665	Leptospira_koniambonensis_GCF_004769555	607.5	70.264	4.118	2032	70.097	3.996	1993	70.113	3.943
Leptospira_levettii_GCF_002812085	Leptospira_koniambonensis_GCF_004769555	606	70.167	3.870	2095	70.091	3.935	2066	70.116	3.913
Leptospira_noguchii_GCF_000306255	Leptospira_koniambonensis_GCF_004769555	1503.5	71.826	4.218	4889	71.489	4.120	4874	71.571	4.304
Leptospira_montravelensis_GCF_004769455	Leptospira_koniambonensis_GCF_004769555	624.5	70.606	4.322	2090	70.358	4.116	2052	70.419	4.212
Leptospira_wolffii_GCF_000306115	Leptospira_koniambonensis_GCF_004769555	4489	75.104	4.765	13163	74.681	4.794	13232	74.653	4.800
Leptospira_kanakyensis_GCF_004769235	Leptospira_koniambonensis_GCF_004769555	625.5	70.462	4.195	2143	70.263	4.081	2091	70.306	4.100
Leptospira_ainazelensis_GCF_016918785	Leptospira_koniambonensis_GCF_004769555	1600.5	71.414	4.091	5155	71.254	4.069	5127	71.265	4.042
Leptospira_wolbachii_GCF_000332515	Leptospira_yanagawae_GCF_000332475	5195.5	78.598	5.389	14149	78.058	5.509	14182	78.102	5.563
Leptospira_ilyithenensis_GCF_004771005	Leptospira_koniambonensis_GCF_004769555	691	70.439	3.905	2381	70.191	3.770	2325	70.242	3.770
Leptospira_barantonii_GCF_002811925	Leptospira_yanagawae_GCF_000332475	526	69.745	3.992	1749	69.781	4.305	1768	69.571	3.968
Leptospira_wolffii_GCF_000306115	Leptospira_yanagawae_GCF_000332475	471.5	69.497	3.739	1559	69.622	4.231	1558	69.460	3.891
Leptospira_fletcheri_GCF_004769195	Leptospira_yanagawae_GCF_000332475	442.5	69.435	3.900	1489	69.443	4.197	1481	69.269	3.816
Leptospira_inadai_GCF_000243675	Leptospira_yanagawae_GCF_000332475	454.5	69.386	3.814	1530	69.395	4.159	1571	69.465	4.284
Leptospira_broomii_GCF_000243715	Leptospira_yanagawae_GCF_000332475	462.5	69.280	3.728	1642	69.405	4.131	1679	69.253	3.856
Leptospira_borgpetersenii_GCF_003046425	Leptospira_yanagawae_GCF_000332475	471.5	69.729	3.765	1669	69.877	4.212	1663	69.731	3.843
Leptospira_wolffii_GCF_000306115	Leptospira_wolbachii_GCF_000332515	509.5	69.640	4.022	1723	69.866	4.514	1707	69.457	3.883
Leptospira_alexanderi_GCF_000243815	Leptospira_wolbachii_GCF_000332515	539	69.992	3.769	1784	70.100	4.399	1752	69.849	3.822
Leptospira_fletcheri_GCF_004769195	Leptospira_wolbachii_GCF_000332515	450	69.628	3.970	1571	69.760	4.560	1569	69.314	3.769
Leptospira_alexanderi_GCF_000243815	Leptospira_yanagawae_GCF_000332475	489.5	69.625	3.875	1677	69.814	4.237	1722	69.837	4.154
Leptospira_stimsonii_GCF_003545885	Leptospira_yanagawae_GCF_000332475	527	69.777	3.859	1768	69.894	4.313	1794	69.715	3.963
Leptospira_ilyithenensis_GCF_004771005	Leptospira_yanagawae_GCF_000332475	2435.5	73.028	4.472	7473	72.646	4.531	7466	72.620	4.425
Leptospira_inadai_GCF_000243675	Leptospira_wolbachii_GCF_000332515	485	69.643	3.720	1668	69.733	4.337	1686	69.624	4.160
Leptospira_kemamanensis_GCF_004769665	Leptospira_yanagawae_GCF_000332475	6667.5	83.605	4.813	16329	83.196	4.997	16314	83.182	4.978
Leptospira_interrogans_GCF_000343165	Leptospira_yanagawae_GCF_000332475	551	70.199	4.126	1874	70.188	4.291	1930	70.649	5.803
Leptospira_noguchii_GCF_000306255	Leptospira_yanagawae_GCF_000332475	590	70.002	4.034	1930	69.945	4.218	1982	70.143	4.615
Leptospira_levettii_GCF_002812085	Leptospira_yanagawae_GCF_000332475	6199	81.976	5.345	15666	81.442	5.535	15683	81.419	5.541
Leptospira_alstonii_GCF_000347175	Leptospira_yanagawae_GCF_000332475	476.5	69.691	3.827	1605	69.815	4.273	1677	70.019	4.722
Leptospira_montravelensis_GCF_004769455	Leptospira_yanagawae_GCF_000332475	5320.5	78.718	5.406	14187	78.151	5.549	14152	78.152	5.526
Leptospira_noumeaensis_GCF_004770765	Leptospira_yanagawae_GCF_000332475	5280.5	78.796	5.448	14256	78.283	5.579	14215	78.263	5.546
Leptospira_ainazelensis_GCF_016918785	Leptospira_yanagawae_GCF_000332475	542.5	69.666	3.861	1861	69.785	4.213	1864	69.635	3.839
Leptospira_bandrabouensis_GCF_004770905	Leptospira_yanagawae_GCF_000332475	5240	78.879	5.607	14218	78.290	5.626	14176	78.293	5.622
Leptospira_perdikensis_GCF_004769575	Leptospira_yanagawae_GCF_000332475	5265	78.589	5.436	14241	78.068	5.504	14252	78.044	5.466
Leptospira_stimsonii_GCF_003545885	Leptospira_wolbachii_GCF_000332515	529	70.036	4.056	1935	70.203	4.514	1917	69.852	3.940
Leptospira_noumeaensis_GCF_004770765	Leptospira_wolbachii_GCF_000332515	6896.5	82.726	4.819	16333	82.400	5.035	16247	82.377	4.988
Leptospira_barantonii_GCF_002811925	Leptospira_wolbachii_GCF_000332515	547.5	70.015	3.902	1867	70.187	4.521	1846	69.917	3.932
Leptospira_borgpetersenii_GCF_003046425	Leptospira_wolbachii_GCF_000332515	519.5	69.916	3.884	1775	70.144	4.501	1734	69.820	3.823
Leptospira_levettii_GCF_002812085	Leptospira_wolbachii_GCF_000332515	5387	78.515	5.235	14597	78.039	5.425	14583	77.957	5.368
Leptospira_perdikensis_GCF_004769575	Leptospira_wolbachii_GCF_000332515	6683.5	84.107	4.574	16488	83.901	4.803	16435	83.867	4.763
Leptospira_montravelensis_GCF_004769455	Leptospira_wolbachii_GCF_000332515	6867.5	82.969	4.493	16914	82.730	4.612	16829	82.703	4.596
Leptospira_broomii_GCF_000243715	Leptospira_wolbachii_GCF_000332515	521	69.662	4.011	1755	69.767	4.468	1751	69.440	3.854
Leptospira_interrogans_GCF_000343165	Leptospira_wolbachii_GCF_000332515	558.5	70.218	4.010	1983	70.344	4.441	1954	70.085	3.875
Leptospira_kanakyensis_GCF_004769235	Leptospira_yanagawae_GCF_000332475	5345.5	78.919	5.473	14478	78.297	5.564	14470	78.257	5.530
Leptospira_noguchii_GCF_000306255	Leptospira_wolbachii_GCF_000332515	580.5	70.276	3.911	1967	70.394	4.360	1953	70.222	4.116
Leptospira_kemamanensis_GCF_004769665	Leptospira_wolbachii_GCF_000332515	5251	78.823	5.354	14160	78.329	5.527	14103	78.267	5.449
Leptospira_noumeaensis_GCF_004770765	Leptospira_alexanderi_GCF_000243815	531	69.953	3.743	1805	69.807	3.798	1827	69.749	3.765
Leptospira_wolffii_GCF_000306115	Leptospira_alexanderi_GCF_000243815	1307.5	71.785	4.331	4364	71.624	4.257	4382	71.669	4.304
Leptospira_levettii_GCF_002812085	Leptospira_alexanderi_GCF_000243815	496.5	69.768	3.785	1696	69.698	3.757	1712	69.635	3.663
Leptospira_broomii_GCF_000243715	Leptospira_alexanderi_GCF_000243815	1382.5	71.389	4.020	4454	71.176	3.977	4467	71.197	4.044
Leptospira_montravelensis_GCF_004769455	Leptospira_alexanderi_GCF_000243815	525.5	69.762	3.736	1808	69.740	3.822	1808	69.786	3.935
Leptospira_perdikensis_GCF_004769575	Leptospira_alexanderi_GCF_000243815	514.5	69.852	3.811	1803	69.785	3.879	1803	69.812	3.922
Leptospira_bandrabouensis_GCF_004770905	Leptospira_wolbachii_GCF_000332515	7211.5	83.116	4.475	16939	82.834	4.666	16886	82.802	4.658
Leptospira_ainazelensis_GCF_016918785	Leptospira_wolbachii_GCF_000332515	579	70.012	3.966	2005	70.114	4.417	1971	69.868	3.815
Leptospira_fletcheri_GCF_004769195	Leptospira_alexanderi_GCF_000243815	1324	71.667	4.059	4244	71.372	4.076	4242	71.384	4.077
Leptospira_ilyithenensis_GCF_004771005	Leptospira_wolbachii_GCF_000332515	2490	73.166	4.556	7842	72.909	4.697	7863	72.783	4.489
Leptospira_alstonii_GCF_000347175	Leptospira_wolbachii_GCF_000332515	494	70.064	4.024	1715	70.209	4.436	1732	70.219	4.541
Leptospira_stimsonii_GCF_003545885	Leptospira_alexanderi_GCF_000243815	4002.5	78.729	4.640	11386	78.303	4.756	11390	78.294	4.756
Leptospira_kanakyensis_GCF_004769235	Leptospira_wolbachii_GCF_000332515	6875.5	82.943	4.872	16582	82.652	5.050	16576	82.593	5.030
Leptospira_barantonii_GCF_002811925	Leptospira_alexanderi_GCF_000243815	4549	81.356	4.293	12065	81.035	4.436	12134	80.955	4.502
Leptospira_bandrabouensis_GCF_004770905	Leptospira_alexanderi_GCF_000243815	523.5	69.917	3.773	1797	69.858	3.790	1818	69.923	4.021
Leptospira_inadai_GCF_000243675	Leptospira_alexanderi_GCF_000243815	1347	71.515	4.050	4446	71.303	3.985	4468	71.416	4.284
Leptospira_kanakyensis_GCF_004769235	Leptospira_alexanderi_GCF_000243815	519.5	70.046	3.944	1765	69.923	3.809	1768	69.867	3.806
Leptospira_noguchii_GCF_000306255	Leptospira_alexanderi_GCF_000243815	4509	81.210	3.705	12101	80.981	3.903	12254	80.933	4.044
Leptospira_kemamanensis_GCF_004769665	Leptospira_alexanderi_GCF_000243815	514.5	69.719	3.832	1737	69.762	3.914	1723	69.706	3.839
Leptospira_borgpetersenii_GCF_003046425	Leptospira_alexanderi_GCF_000243815	5804	92.199	2.886	14137	91.805	3.535	13935	91.957	3.199
Leptospira_alstonii_GCF_000347175	Leptospira_alexanderi_GCF_000243815	5056	84.793	4.074	13239	84.385	4.347	13297	84.360	4.450
Leptospira_ilyithenensis_GCF_004771005	Leptospira_alexanderi_GCF_000243815	641	70.398	3.813	2171	70.351	3.871	2134	70.334	3.825
Leptospira_ainazelensis_GCF_016918785	Leptospira_alexanderi_GCF_000243815	4129	78.895	4.625	11375	78.505	4.696	11423	78.431	4.741
Leptospira_noumeaensis_GCF_004770765	Leptospira_stimsonii_GCF_003545885	566.5	69.968	3.984	1974	69.821	3.891	1947	69.874	3.847
Leptospira_inadai_GCF_000243675	Leptospira_stimsonii_GCF_003545885	1519.5	71.478	4.025	4974	71.338	4.015	5065	71.409	4.255
Leptospira_kemamanensis_GCF_004769665	Leptospira_stimsonii_GCF_003545885	549.5	69.945	3.907	1874	69.816	3.965	1858	69.812	3.905
Leptospira_bandrabouensis_GCF_004770905	Leptospira_stimsonii_GCF_003545885	568	70.006	4.024	1925	69.882	3.886	1924	70.002	4.138
Leptospira_fletcheri_GCF_004769195	Leptospira_noumeaensis_GCF_004770765	446	69.532	3.948	1512	69.359	3.841	1529	69.363	3.866
Leptospira_broomii_GCF_000243715	Leptospira_stimsonii_GCF_003545885	1510	71.408	4.023	5031	71.204	3.947	5089	71.199	3.996
Leptospira_interrogans_GCF_000343165	Leptospira_alexanderi_GCF_000243815	4549	81.300	3.690	12169	81.027	3.876	12162	80.959	3.948
Leptospira_fletcheri_GCF_004769195	Leptospira_stimsonii_GCF_003545885	1481	71.572	4.130	4756	71.450	4.059	4761	71.449	4.047
Leptospira_barantonii_GCF_002811925	Leptospira_stimsonii_GCF_003545885	5314.5	79.634	5.114	14886	79.103	5.226	14934	79.098	5.212
Leptospira_perdikensis_GCF_004769575	Leptospira_stimsonii_GCF_003545885	566.5	70.044	3.859	1968	69.807	3.902	1949	69.884	3.941
Leptospira_wolffii_GCF_000306115	Leptospira_stimsonii_GCF_003545885	1579.5	71.863	4.267	5110	71.687	4.194	5179	71.649	4.199
Leptospira_montravelensis_GCF_004769455	Leptospira_stimsonii_GCF_003545885	570.5	70.009	4.012	1951	69.806	3.899	1958	69.849	4.019
Leptospira_levettii_GCF_002812085	Leptospira_stimsonii_GCF_003545885	552.5	69.753	3.871	1824	69.631	3.802	1811	69.617	3.741
Leptospira_noguchii_GCF_000306255	Leptospira_stimsonii_GCF_003545885	4001.5	77.571	4.466	11449	77.089	4.620	11872	77.081	4.736
Leptospira_borgpetersenii_GCF_003046425	Leptospira_stimsonii_GCF_003545885	3997	78.343	4.599	11053	77.931	4.623	11027	77.948	4.627
Leptospira_alstonii_GCF_000347175	Leptospira_stimsonii_GCF_003545885	4420	79.551	4.947	11959	79.077	5.051	12011	79.118	5.143
Leptospira_ilyithenensis_GCF_004771005	Leptospira_stimsonii_GCF_003545885	678	70.343	3.890	2358	70.280	3.946	2326	70.270	3.902
Leptospira_kanakyensis_GCF_004769235	Leptospira_stimsonii_GCF_003545885	568.5	69.953	3.810	1955	69.896	3.902	1953	69.914	3.889
Leptospira_barantonii_GCF_002811925	Leptospira_noumeaensis_GCF_004770765	558	69.894	3.963	1885	69.779	3.920	1896	69.819	3.961
Leptospira_wolffii_GCF_000306115	Leptospira_noumeaensis_GCF_004770765	493	69.744	4.025	1646	69.618	3.832	1665	69.593	3.896
Leptospira_inadai_GCF_000243675	Leptospira_noumeaensis_GCF_004770765	490	69.434	3.644	1662	69.283	3.626	1699	69.502	4.223
Leptospira_kemamanensis_GCF_004769665	Leptospira_barantonii_GCF_002811925	513	69.875	4.028	1796	69.876	4.049	1785	69.803	3.951
Leptospira_borgpetersenii_GCF_003046425	Leptospira_noumeaensis_GCF_004770765	502	69.833	3.758	1784	69.827	3.769	1782	69.849	3.820
Leptospira_broomii_GCF_000243715	Leptospira_noumeaensis_GCF_004770765	508.5	69.695	3.898	1699	69.437	3.719	1721	69.485	3.793
Leptospira_perdikensis_GCF_004769575	Leptospira_noumeaensis_GCF_004770765	7129.5	84.169	5.166	16853	83.788	5.333	16862	83.773	5.356
Leptospira_montravelensis_GCF_004769455	Leptospira_noumeaensis_GCF_004770765	6991.5	83.950	5.803	16850	83.418	5.999	16856	83.427	6.010
Leptospira_levettii_GCF_002812085	Leptospira_noumeaensis_GCF_004770765	5542	78.997	5.532	14764	78.441	5.635	14819	78.426	5.628
Leptospira_ainazelensis_GCF_016918785	Leptospira_stimsonii_GCF_003545885	7164.5	84.687	5.124	17939	84.223	5.364	17944	84.209	5.377
Leptospira_interrogans_GCF_000343165	Leptospira_stimsonii_GCF_003545885	3959.5	77.466	4.449	11235	77.025	4.556	11204	77.043	4.536
Leptospira_bandrabouensis_GCF_004770905	Leptospira_noumeaensis_GCF_004770765	6789.5	83.468	5.607	16602	83.071	5.716	16580	83.104	5.733
Leptospira_interrogans_GCF_000343165	Leptospira_noumeaensis_GCF_004770765	575.5	70.254	4.037	2015	70.109	3.808	2062	70.092	3.826
Leptospira_kemamanensis_GCF_004769665	Leptospira_noumeaensis_GCF_004770765	5386.5	79.229	5.517	14249	78.628	5.628	14279	78.614	5.623
Leptospira_barantonii_GCF_002811925	Leptospira_fletcheri_GCF_004769195	1537.5	71.855	4.153	5107	71.579	4.101	5080	71.606	4.101
Leptospira_wolffii_GCF_000306115	Leptospira_fletcheri_GCF_004769195	3168	73.791	4.549	9546	73.403	4.497	9530	73.421	4.532
Leptospira_kanakyensis_GCF_004769235	Leptospira_noumeaensis_GCF_004770765	7815.5	90.057	3.886	17831	89.864	4.121	17866	89.833	4.160
Leptospira_ainazelensis_GCF_016918785	Leptospira_noumeaensis_GCF_004770765	580.5	69.774	3.979	1976	69.818	3.830	1986	69.805	3.795
Leptospira_perdikensis_GCF_004769575	Leptospira_fletcheri_GCF_004769195	451.5	69.441	3.746	1564	69.299	3.833	1562	69.321	3.862
Leptospira_alstonii_GCF_000347175	Leptospira_noumeaensis_GCF_004770765	519.5	70.082	3.927	1736	69.888	3.769	1788	70.190	4.519
Leptospira_ilyithenensis_GCF_004771005	Leptospira_noumeaensis_GCF_004770765	2623	73.137	4.595	7979	72.846	4.544	8041	72.819	4.534
Leptospira_levettii_GCF_002812085	Leptospira_fletcheri_GCF_004769195	440	69.322	3.607	1463	69.172	3.618	1445	69.200	3.533
Leptospira_broomii_GCF_000243715	Leptospira_fletcheri_GCF_004769195	4624.5	74.894	4.365	13274	74.485	4.377	13387	74.466	4.421
Leptospira_inadai_GCF_000243675	Leptospira_fletcheri_GCF_004769195	4611.5	75.058	4.381	13106	74.750	4.415	13232	74.764	4.534
Leptospira_kemamanensis_GCF_004769665	Leptospira_fletcheri_GCF_004769195	444.5	69.493	3.813	1509	69.308	3.834	1513	69.263	3.758
Leptospira_borgpetersenii_GCF_003046425	Leptospira_fletcheri_GCF_004769195	1270.5	71.570	4.207	4210	71.301	4.087	4175	71.341	4.073
Leptospira_noguchii_GCF_000306255	Leptospira_fletcheri_GCF_004769195	1246	71.034	3.949	3999	70.847	3.951	4001	70.947	4.161
Leptospira_interrogans_GCF_000343165	Leptospira_fletcheri_GCF_004769195	1209.5	71.071	4.056	3950	70.806	3.966	3957	70.830	3.951
Leptospira_montravelensis_GCF_004769455	Leptospira_fletcheri_GCF_004769195	439.5	69.276	3.738	1535	69.304	3.932	1536	69.408	4.054
Leptospira_bandrabouensis_GCF_004770905	Leptospira_fletcheri_GCF_004769195	443	69.514	4.084	1522	69.372	3.901	1522	69.574	4.210
Leptospira_kanakyensis_GCF_004769235	Leptospira_fletcheri_GCF_004769195	453	69.426	4.070	1576	69.276	3.875	1565	69.250	3.873
Leptospira_ilyithenensis_GCF_004771005	Leptospira_fletcheri_GCF_004769195	547.5	70.104	3.936	1930	69.891	3.810	1924	69.873	3.746
Leptospira_noguchii_GCF_000306255	Leptospira_noumeaensis_GCF_004770765	589	70.362	4.016	2010	70.149	3.777	2033	70.272	4.097
Leptospira_ainazelensis_GCF_016918785	Leptospira_fletcheri_GCF_004769195	1472.5	71.779	4.191	4825	71.517	4.113	4819	71.538	4.078
Leptospira_alstonii_GCF_000347175	Leptospira_fletcheri_GCF_004769195	1367.5	72.014	4.167	4524	71.730	4.106	4569	71.899	4.481
Leptospira_perdikensis_GCF_004769575	Leptospira_barantonii_GCF_002811925	549.5	69.879	3.864	1921	69.838	4.020	1912	69.841	4.031
Leptospira_wolffii_GCF_000306115	Leptospira_barantonii_GCF_002811925	1629.5	72.062	4.354	5397	71.865	4.301	5439	71.825	4.287
Leptospira_inadai_GCF_000243675	Leptospira_barantonii_GCF_002811925	1599.5	71.612	4.130	5214	71.382	4.021	5267	71.478	4.227
Leptospira_montravelensis_GCF_004769455	Leptospira_barantonii_GCF_002811925	563	69.868	3.878	1879	69.798	3.961	1860	69.865	4.068
